Gid,SE_T025_006,SE_T025_007,SE_T025_004,SE_T025_005,SE_T025_002,SE_T025_003,SE_T025_001,SE_T002_003,SE_T002_002,SE_T002_001,SE_T025_008,SE_T050_011,SE_T050_010,SE_T050_013,SE_T050_012,SE_T050_014,SE_T078_002,SE_T139_067,SE_T182_001,SE_T139_122,SE_T053_001,SE_T053_003,SE_T053_002,SE_T053_005,SE_T053_004,SE_T053_006,SE_T139_034,SE_T147_001,SE_T013_005,SE_T013_004,SE_T013_007,SE_T013_006,SE_T013_001,SE_T059_001,SE_T013_003,SE_T013_002,SE_T056_017,SE_T145_002,SE_T007_002,SE_T013_008,SE_T007_001,SE_T139_085,SE_T157_001,SE_T081_001,SE_T081_002,SE_T050_006,SE_T050_007,SE_T050_004,SE_T050_005,SE_T050_002,SE_T050_003,SE_T108_002,SE_T050_001,SE_T005_001,SE_T139_002,SE_T145_001,SE_T050_008,SE_T050_009,SE_T030_001,SE_T030_002,SE_T083_001,SE_T094_003,SE_T004_001,SE_T080_001,SE_T004_003,SE_T004_002,SE_T057_001,SE_T139_091,SE_T094_001,SE_T182_007,SE_T108_001,SE_T139_001,SE_T182_002,SE_T007_013,SE_T080_002,SE_T056_001,SE_T056_002,SE_T078_001
14000US17031800200,26.17,17.7,8.23,37.87,0.99,3.29,100.0,2.68589120876236,2341.495,6289,5.74,0,6.97,0.61,1.92,0.47,24.1,9.24,100.0,4.82,100.0,6.5,65.15,8.92,19.43,0,22.4,36,3.21,0,0,0,100.0,283418.996415771,2.26,93.5,42.56,2.35,4.69,1.03,100.0,0,0.5316,100.0,20.47,0,0.61,2.49,0,32.9,35.32,69.26,100.0,100.0,36.72,100.0,4.68,14.04,100.0,0,100419,6.59,100.0,100.0,48.99,51.01,174429,26.82,100.0,0,100.0,100.0,3.41,1.08,0,100.0,5.65,100.0
14000US53033031605,6.82,2.67,39.48,20.42,7.97,21.98,100.0,5.94245224302198,604.296,3591,0.66,0.29,8.6,5.12,11.86,6.28,26.23,0,100.0,31.88,100.0,19.65,68.37,5.81,5.76,0.41,29.35,41,2.78,3.17,0.28,0,100.0,110130.709876543,2.37,90.14,13.19,4.09,5.9,1.25,100.0,0,0.3798,100.0,21.3,3.78,3.2,0.47,4.01,17.21,22.97,72.43,100.0,100.0,8.33,100.0,7.15,9.07,100.0,3.79,39985,9.88,100.0,100.0,51.35,48.65,94643,30.43,100.0,4.55,100.0,100.0,2.85,0.33,1.39,100.0,5.71,100.0
14000US06037237202,1.08,0,23.83,4.35,40.89,29.44,100.0,0.427817426181125,11018.72,4714,0.41,0.39,8.28,7.5,15.39,7.55,22.31,1.29,100.0,0,100.0,9.1,67.38,2.71,20.81,0,1.4,39,0.53,0,36.87,0,100.0,45718.7546330615,30.99,29.57,0.82,21.54,8.51,2.04,100.0,0,0.4541,100.0,16.16,10.7,13.31,1.4,1.94,4.16,6.82,91.1,100.0,100.0,1.07,100.0,8.08,14.47,100.0,6.35,14326,56.71,100.0,100.0,49.36,50.64,36496,96.24,100.0,2.3,100.0,100.0,13.64,1.63,9.19,100.0,18.09,100.0
14000US06037237201,1.65,0,24.3,2.55,43.46,28.05,100.0,0.175061042753866,20404.31,3572,0,0,14.28,7.07,11.51,10.55,27.06,0.16,100.0,0,100.0,6.05,75.43,4.12,14.41,0,1.52,34,0.73,0.73,38.77,0,100.0,42971.2437810945,28.44,29.42,0,27.8,7.47,1.9,100.0,0,0.4281,100.0,9.05,7.07,10.61,3.86,4.95,6.62,7.14,76.82,100.0,100.0,0,100.0,4.76,11.58,100.0,18.88,13342,54.93,100.0,100.0,52.32,47.68,38378,98.32,100.0,0,100.0,100.0,16.42,1.62,5.27,100.0,15.32,100.0
14000US12057013100,5.4,0.44,30.24,13.94,24.3,24.94,100.0,25.4925196564617,123.0949,3138,0.74,13.36,8.25,2.91,12.5,4.09,29.39,0,100.0,0,100.0,11.64,76.57,4.72,6.68,0.39,1.22,31,0,0.22,4.53,0,100.0,66667.6530612245,7.71,84.67,1.63,22.02,9.43,2.87,100.0,0,0.3737,100.0,20.0,2.04,5.35,0.94,1.26,17.61,16.27,67.7,100.0,100.0,2.44,100.0,2.28,13.13,100.0,0,22230,24.18,100.0,100.0,50.76,49.24,57554,96.34,100.0,0.31,100.0,100.0,4.9,1.31,1.94,100.0,5.71,100.0
14000US53053073119,1.71,0.04,39.97,8.05,9.13,40.81,100.0,37.0407121577397,88.49722,3278,0.29,0.13,14.83,8.42,15.71,13.07,39.23,0,100.0,6.74,100.0,15.52,73.79,7.61,3.08,0,11.24,45,0.03,0.92,0.09,0.31,100.0,89704.3095866315,0.52,95.21,4.22,2.99,4.61,2.93,100.0,0,0.2989,100.0,27.18,5.97,1.7,0.94,1.63,13.58,11.88,76.62,100.0,100.0,78.65,100.0,3.65,8.49,100.0,0,32003,6.33,100.0,100.0,50.03,49.97,80337,3.37,100.0,6.42,100.0,100.0,0.88,0.95,2.9,100.0,1.5,100.0
14000US53053073118,4.5,1.42,40.19,17.47,5.78,30.06,100.0,11.9409217340003,356.7564,4260,0.59,0,14.34,6.92,14.34,10.45,23.36,21.51,100.0,4.3,100.0,24.29,60.91,4.55,10.25,0,55.91,37,3.31,0.7,0.61,0,100.0,93870.1315789474,3.36,88.29,2.96,4.87,4.69,3.73,100.0,0,0.3138,100.0,21.32,5.35,1.77,2.17,2.32,10.66,18.54,79.19,100.0,100.0,18.28,100.0,1.72,11.41,100.0,0,34262,8.62,100.0,100.0,51.22,48.78,83971,0,100.0,4.8,100.0,100.0,5.79,0.59,0.66,100.0,1.78,100.0
14000US08013060900,16.95,2.46,26.72,31.22,1.37,17.7,100.0,2.9886528431792,1560.569,4664,3.58,0.34,15.36,2.58,4.3,4.86,19.89,0,100.0,0,100.0,10.5,69.79,6.32,13.38,0,26.7,23,3.15,0.13,2.1,0,100.0,87237.630480167,0,92.52,6.21,7.27,6.28,2.1,100.0,0,0.384,100.0,13.26,5.87,1.2,3.07,1.2,16.19,33.12,84.1,100.0,100.0,17.98,100.0,4.93,6.99,100.0,21.25,36478,28.44,100.0,100.0,54.07,45.93,69583,55.31,100.0,0.37,100.0,100.0,2.14,0.96,2.3,100.0,3.6,100.0
14000US04013522903,5.7,0.73,22.84,5.88,35.04,29.81,100.0,0.501977229238128,10209.63,5125,0,0,14.44,6.25,10.13,6.71,21.15,5.34,100.0,0.58,100.0,10.04,79.82,6.11,4.03,0,2.9,24,0.84,1.81,7.08,0.57,100.0,42672.3738062756,8.57,80.39,0,23.61,10.5,0.74,100.0,0,0.3766,100.0,4.77,9.76,17.72,0.74,0.83,7.91,13.65,68.41,100.0,100.0,1.8,100.0,3.7,8.14,100.0,10.12,13756,63.51,100.0,100.0,46.4,53.6,39318,89.38,100.0,2.73,100.0,100.0,14.39,0.98,2.05,100.0,10.64,100.0
14000US08059012049,13.05,1.63,30.68,35.34,2.29,15.9,100.0,1.01534138382108,3921.834,3982,1.11,0,11.72,3.08,4.83,1.98,26.66,0,100.0,3.61,100.0,10.52,71.74,7.08,10.66,0,69.68,29,8.36,0.35,1.18,0.28,100.0,126030.191458027,1.05,85.99,16.05,5.61,4.85,2.79,100.0,0,0.3256,100.0,20.47,5.33,1.42,1.38,1.79,23.02,29.14,78.47,100.0,100.0,16.25,100.0,3.95,12.36,100.0,2.97,43728,4.57,100.0,100.0,52.84,47.16,108382,10.47,100.0,5.3,100.0,100.0,1.4,0.95,0.81,100.0,0.74,100.0
14000US04013522901,5.21,0.31,41.73,18.71,9.8,23.58,100.0,1.00791239187209,4180.919,4214,0.66,0,15.63,7.18,8.36,3.13,18.99,4.33,100.0,0,100.0,10.3,76.65,7.31,5.74,0,30.29,24,5.86,3.51,4.82,0,100.0,73027.9931584949,3.99,79.92,3.65,11.31,8.4,1.9,100.0,0,0.4774,100.0,14.65,3.42,3.63,1.86,1.35,16.68,19.81,75.93,100.0,100.0,8.89,100.0,3.84,15.12,100.0,4.89,33439,51.2,100.0,100.0,54.86,45.14,54881,56.49,100.0,0.4,100.0,100.0,10.15,0.69,2.51,100.0,6.5,100.0
14000US42133020310,6.19,2.2,24.96,25.17,8.64,31.87,100.0,12.8636086344802,205.7743,2647,0.97,0.82,16.67,3.57,10.15,4.12,36.06,41.18,100.0,14.71,100.0,11.73,64.4,11.45,12.41,0,20.59,24,0.42,0,0.34,0,100.0,94128.8499025341,1.4,96.45,7.6,3.44,4.31,1.4,100.0,0,0.3971,100.0,25.05,5.69,2.67,1.51,1.58,20.44,22.36,64.88,100.0,100.0,0,100.0,0.75,9.67,100.0,0,36861,10.92,100.0,100.0,48.62,51.38,74435,0,100.0,2.24,100.0,100.0,1.66,3.4,1.07,100.0,0.49,100.0
14000US04013522904,7.91,0.3,31.28,16.74,26.47,17.15,100.0,0.504737473687137,9406.87,4748,0.15,1.08,12.53,4.96,7.81,4.77,17.09,6.91,100.0,0,100.0,12.24,73.66,8.16,5.95,0,24.26,24,8.87,2.67,4.91,0,100.0,65987.950987066,7.16,64.05,1.91,20.63,10.83,12.34,100.0,0,0.5439,100.0,7.35,5.36,8.55,0.88,2.31,9.68,20.84,85.03,100.0,100.0,2.63,100.0,5.7,15.53,100.0,5.99,22208,41.8,100.0,100.0,52.67,47.33,40931,66.2,100.0,0.2,100.0,100.0,9.33,0.57,3.0,100.0,6.88,100.0
14000US50021964200,7.15,2.75,21.96,9.9,17.47,39.68,100.0,85.0888451992828,19.87334,1691,1.08,0.64,11.14,12.29,12.55,5.63,42.15,0,100.0,14.81,100.0,7.68,64.15,8.32,19.85,0,3.7,27,0.06,0.3,0.12,0,100.0,67913.5384615385,0,98.82,3.08,6.86,3.9,0.71,100.0,14.81,0.4073,100.0,20.77,4.74,3.97,4.35,0,8.96,18.05,55.36,100.0,100.0,7.41,100.0,5.25,12.42,100.0,8.08,26769,21.08,100.0,100.0,52.51,47.49,57727,59.26,100.0,0.77,100.0,100.0,4.31,1.06,8.62,100.0,2.46,100.0
14000US08059012041,12.92,1.11,37.41,23.89,6.65,18.02,100.0,1.17869889744663,5020.791,5918,0,0,13.75,2.76,6.19,3.56,25.17,0,100.0,4.71,100.0,19.31,61.95,9.32,9.42,0,39.97,28,6.57,0,1.79,0,100.0,108599.660523763,0.29,87.16,6.84,2.23,5.58,4.19,100.0,2.27,0.3651,100.0,16.34,5.36,2.2,2.4,5.53,16.71,24.07,81.09,100.0,100.0,33.68,100.0,5.93,11.55,100.0,0,38270,11.54,100.0,100.0,53.82,46.18,95000,19.37,100.0,5.72,100.0,100.0,0.82,0.81,3.39,100.0,3.64,100.0
14000US08059012042,5.86,0.95,33.02,33.16,3.74,22.39,100.0,0.983181003155227,4145.727,4076,0.88,1.17,17.06,0.85,8.8,4.71,20.57,0,100.0,0,100.0,17.24,61.83,8.26,12.66,0,53.35,27,5.15,0.2,1.13,0,100.0,108339.171511628,0.83,90.51,10.47,3.24,5.52,2.18,100.0,0,0.3384,100.0,19.26,2.56,2.07,2.11,4.22,17.92,23.8,79.65,100.0,100.0,25.0,100.0,4.31,10.42,100.0,13.98,37073,9.3,100.0,100.0,47.91,52.09,95283,21.65,100.0,1.6,100.0,100.0,2.98,1.62,1.74,100.0,0,100.0
14000US08059012043,11.41,2.04,32.89,31.6,3.13,17.87,100.0,1.72390103737932,3343.579,5764,1.06,0,13.73,1.85,7.2,3.16,22.47,0,100.0,3.52,100.0,12.61,67.37,6.44,13.58,0,46.13,30,1.93,0.71,1.06,0.36,100.0,108517.833491012,2.15,89.42,7.14,8.33,4.27,4.37,100.0,4.23,0.3471,100.0,16.32,3.22,2.89,1.58,1.88,23.88,22.18,84.73,100.0,100.0,30.28,100.0,4.5,13.92,100.0,9.62,40218,15.75,100.0,100.0,50.12,49.88,97500,15.85,100.0,2.03,100.0,100.0,0.85,0.62,1.23,100.0,0.99,100.0
14000US08059012044,18.35,1.12,28.3,35.73,3.83,10.76,100.0,1.56598177288852,2429.786,3805,1.9,0,12.68,3.58,5.03,3.78,12.63,5.03,100.0,2.51,100.0,19.5,66.28,9.27,4.95,0,26.82,31,2.39,0,4.97,0,100.0,112959.62187711,2.31,86.33,8.37,6.15,6.73,3.99,100.0,1.96,0.3528,100.0,16.81,4.99,0.42,2.16,2.54,21.83,28.98,72.56,100.0,100.0,3.35,100.0,3.45,10.56,100.0,0,45015,38.49,100.0,100.0,48.28,51.72,99592,60.34,100.0,1.28,100.0,100.0,1.62,0,1.62,100.0,0.54,100.0
14000US08059012045,11.07,3.3,35.06,32.65,1.35,14.89,100.0,1.12390289066976,5285.154,5940,1.67,0,15.47,3.29,5.26,2.21,15.34,0,100.0,2.65,100.0,13.49,69.38,4.97,12.15,0,59.29,27,6.25,1.5,0.25,0,100.0,104380.83750569,0.64,89.9,7.19,4.41,7.07,1.46,100.0,0,0.343,100.0,12.15,2.04,2.59,2.7,3.31,23.93,22.16,88.7,100.0,100.0,14.16,100.0,2.24,14.8,100.0,0,38950,9.79,100.0,100.0,50.39,49.61,90456,23.89,100.0,0.55,100.0,100.0,1.46,0.24,0,100.0,1.64,100.0
14000US08059012046,8.19,0.95,37.17,22.88,3.39,26.2,100.0,0.530775046061989,3867.929,2053,1.22,0.36,15.6,5.29,10.22,3.1,27.43,0,100.0,0,100.0,8.39,75.55,6.84,9.22,0,87.18,29,3.26,0,2.19,0,100.0,77453.4441805226,2.44,90.06,2.73,6.28,7.74,2.05,100.0,0,0.3513,100.0,18.76,5.38,1.55,1.0,0.91,18.98,22.26,75.89,100.0,100.0,12.82,100.0,2.01,13.32,100.0,9.38,32642,6.89,100.0,100.0,51.58,48.42,70156,0,100.0,0.59,100.0,100.0,0.71,0.54,2.02,100.0,8.08,100.0
14000US08059012047,8.45,0.43,42.77,24.02,4.94,18.43,100.0,0.669154837783032,6296.001,4213,0.97,0,18.04,2.81,9.52,4.05,25.27,0,100.0,4.35,100.0,10.92,74.31,7.16,7.61,0,34.78,25,3.06,0.62,2.14,0.33,100.0,81806.7873303167,1.78,87.23,3.17,11.54,6.67,4.84,100.0,0,0.3673,100.0,18.23,7.16,3.56,2.03,2.19,13.94,24.49,81.17,100.0,100.0,24.35,100.0,2.32,9.89,100.0,18.26,30686,20.36,100.0,100.0,48.66,51.34,67813,36.52,100.0,4.07,100.0,100.0,1.23,0.78,1.23,100.0,3.68,100.0
