Gid,SE_T025_006,SE_T025_007,SE_T025_004,SE_T025_005,SE_T025_002,SE_T025_003,SE_T025_001,SE_T002_003,SE_T002_002,SE_T002_001,SE_T025_008,SE_T050_011,SE_T050_010,SE_T050_013,SE_T050_012,SE_T050_014,SE_T078_002,SE_T139_067,SE_T182_001,SE_T139_122,SE_T053_001,SE_T053_003,SE_T053_002,SE_T053_005,SE_T053_004,SE_T053_006,SE_T139_034,SE_T147_001,SE_T013_005,SE_T013_004,SE_T013_007,SE_T013_006,SE_T013_001,SE_T059_001,SE_T013_003,SE_T013_002,SE_T056_017,SE_T145_002,SE_T007_002,SE_T013_008,SE_T007_001,SE_T139_085,SE_T157_001,SE_T081_001,SE_T081_002,SE_T050_006,SE_T050_007,SE_T050_004,SE_T050_005,SE_T050_002,SE_T050_003,SE_T108_002,SE_T050_001,SE_T005_001,SE_T139_002,SE_T145_001,SE_T050_008,SE_T050_009,SE_T030_001,SE_T030_002,SE_T083_001,SE_T094_003,SE_T004_001,SE_T080_001,SE_T004_003,SE_T004_002,SE_T057_001,SE_T139_091,SE_T094_001,SE_T182_007,SE_T108_001,SE_T139_001,SE_T182_002,SE_T007_013,SE_T080_002,SE_T056_001,SE_T056_002,SE_T078_001
14000US06085503112,5.7,1.17,29.36,21.15,23.89,18.01,100.0,0.438988906512308,8849.882,3885,0.73,0.63,9.06,6.07,10.5,6.21,13.89,0,100.0,0.53,100.0,11.51,79.62,3.37,5.49,0,51.0,33,28.21,0.26,26.98,0,100.0,68355.950752394,6.44,34.67,3.83,8.98,6.28,3.45,100.0,0,0.4168,100.0,4.17,7.56,2.79,2.46,2.31,11.61,21.68,75.5,100.0,100.0,1.76,100.0,9.97,9.15,100.0,0,27088,65.66,100.0,100.0,50.4,49.6,54048,46.71,100.0,0,100.0,100.0,9.78,1.29,2.19,100.0,6.77,100.0
14000US06085503113,2.03,1.83,16.73,8.4,49.53,21.21,100.0,0.281214816439304,17840.45,5017,0.27,0.58,6.63,6.42,15.13,10.24,17.53,4.53,100.0,0.76,100.0,4.93,82.3,4.93,7.83,0,11.92,30,7.04,0.36,49.95,0,100.0,68057.7794010227,3.59,37.41,1.75,14.67,7.89,1.65,100.0,0,0.4017,100.0,10.59,6.34,13.3,0,0.29,13.72,12.89,82.06,100.0,100.0,0,100.0,2.69,11.77,100.0,0,19679,64.57,100.0,100.0,47.48,52.52,55331,82.79,100.0,4.75,100.0,100.0,7.89,0.3,2.05,100.0,3.58,100.0
14000US06085503110,1.2,0,17.26,4.07,55.67,21.79,100.0,0.297096743305374,18371.12,5458,0,1.62,11.19,14.27,18.25,8.15,10.6,0.26,100.0,0.2,100.0,5.39,86.54,2.39,5.68,0,37.91,28,29.77,0.31,43.53,0,100.0,57191.7463075586,1.28,22.41,1.74,17.75,8.79,2.69,100.0,0,0.3647,100.0,4.34,8.48,15.57,0.65,1.95,4.58,4.01,44.32,100.0,100.0,0,100.0,3.93,7.34,100.0,5.68,13145,76.28,100.0,100.0,51.41,48.59,44780,61.63,100.0,4.52,100.0,100.0,9.47,0.53,3.56,100.0,5.21,100.0
14000US06085503111,6.0,0,28.39,10.54,32.08,22.99,100.0,0.349486947429872,15042.05,5257,0,0,13.42,12.33,9.14,8.37,29.1,0.17,100.0,2.08,100.0,6.35,83.79,4.85,5.01,0,67.38,25,45.67,1.41,18.22,0,100.0,104915.882874889,3.75,30.53,6.92,12.87,7.38,0.42,100.0,0,0.4219,100.0,11.98,8.49,1.82,3.96,0.85,10.91,15.72,77.76,100.0,100.0,1.36,100.0,5.74,9.26,100.0,0,23770,29.37,100.0,100.0,50.85,49.15,84076,29.01,100.0,10.65,100.0,100.0,0.53,2.66,4.61,100.0,4.17,100.0
14000US06023010400,5.27,1.68,41.3,23.07,5.54,20.73,100.0,14.0888652765959,255.5919,3601,2.42,0.76,7.41,6.82,11.64,5.17,27.81,0,100.0,0,100.0,24.81,48.91,10.41,15.81,0.06,20.24,22,0.86,2.94,1.78,0,100.0,68421.4535290007,0.89,86.14,3.21,11.16,9.33,7.39,100.0,0,0.4014,100.0,22.43,3.41,4.64,3.06,2.47,11.58,27.81,71.02,100.0,100.0,58.33,100.0,5.41,9.82,100.0,0,28487,41.16,100.0,100.0,49.54,50.46,53433,21.43,100.0,2.38,100.0,100.0,1.26,1.03,3.14,100.0,3.98,100.0
14000US39027964900,1.98,0.3,26.4,5.12,13.11,52.38,100.0,14.3101172669526,345.7693,4948,0.7,0.22,13.47,17.92,13.74,11.34,38.95,0,100.0,0,100.0,6.71,81.01,5.91,6.36,0,49.02,30,1.05,0,0,0,100.0,56873.9270386266,0.44,96.6,0.43,10.84,7.46,1.9,100.0,0,0.4282,100.0,23.82,3.42,9.2,0.53,0.89,5.29,11.12,59.24,100.0,100.0,50.98,100.0,0.49,12.36,100.0,6.92,21751,35.25,100.0,100.0,49.49,50.51,44931,0,100.0,3.06,100.0,100.0,7.35,1.84,2.84,100.0,7.35,100.0
14000US09003460301,17.57,5.04,24.55,24.61,3.59,22.72,100.0,2.85105259174946,1806.35,5150,1.92,0.25,15.31,3.08,4.57,1.67,27.29,0,100.0,2.55,100.0,19.32,68.1,5.49,7.09,0,27.33,25,6.21,0,1.15,0,100.0,125026.385927505,2.19,88.85,14.66,2.16,4.83,1.59,100.0,0,0.3917,100.0,19.94,2.45,2.3,0.85,2.27,19.46,31.62,72.03,100.0,100.0,53.0,100.0,2.41,13.75,100.0,0,46133,25.11,100.0,100.0,49.48,50.52,99527,17.12,100.0,1.33,100.0,100.0,7.52,1.44,4.58,100.0,3.46,100.0
14000US09003460302,17.97,4.12,23.65,26.83,7.3,18.16,100.0,2.23264586554069,1683.653,3759,1.97,0,13.34,2.58,7.29,4.56,36.2,0,100.0,6.46,100.0,18.01,59.92,12.05,10.02,0,38.75,23,4.74,0,0,0,100.0,107175.110549589,1.3,92.07,9.22,1.49,2.53,1.89,100.0,0,0.4718,100.0,20.72,2.63,1.79,1.84,2.53,16.12,33.98,75.82,100.0,100.0,32.29,100.0,4.41,8.93,100.0,0,45303,28.43,100.0,100.0,52.49,47.51,82361,22.49,100.0,1.71,100.0,100.0,6.13,3.43,2.15,100.0,5.5,100.0
14000US40013796600,3.6,0,33.53,6.99,13.73,41.3,100.0,76.2053322254775,76.46446,5827,0.85,0.18,12.77,8.29,9.84,12.73,51.99,0,100.0,0,100.0,23.63,67.72,1.47,7.19,0,54.55,21,0.31,9.46,1.99,0,100.0,53706.7708333333,4.36,81.62,0.43,16.74,7.28,2.27,100.0,0,0.43,100.0,17.42,4.53,4.9,1.79,4.08,13.32,19.05,44.38,100.0,100.0,9.09,100.0,3.34,5.17,100.0,0,21607,23.72,100.0,100.0,51.81,48.19,38707,36.36,100.0,1.09,100.0,100.0,6.58,1.56,2.23,100.0,5.87,100.0
14000US26099255500,2.74,0,36.13,6.45,11.37,43.31,100.0,0.531740301499466,3080.451,1638,0,0,15.02,19.26,13.09,6.55,41.46,0,100.0,48.28,100.0,3.47,84.34,6.93,5.26,0,7.76,25,0.55,0.18,0.98,0,100.0,62852.6002971768,5.07,91.58,0.74,12.33,4.76,1.65,100.0,0,0.4175,100.0,23.48,7.06,2.31,3.08,1.8,11.04,8.6,60.86,100.0,100.0,40.52,100.0,2.31,9.88,100.0,9.52,26475,20.65,100.0,100.0,52.87,47.13,49871,3.45,100.0,0,100.0,100.0,6.09,2.44,2.82,100.0,11.29,100.0
14000US55097960500,11.47,1.53,30.11,21.88,4.2,28.22,100.0,27.5179653342023,253.1437,6966,2.59,1.54,11.77,6.89,7.03,8.15,32.19,22.9,100.0,2.02,100.0,15.24,67.53,9.41,7.82,0,25.59,18,2.0,0,0.6,0,100.0,83888.2226980728,1.64,95.26,4.46,2.63,5.27,0.5,100.0,0,0.3983,100.0,27.69,4.6,1.29,1.91,0.14,15.63,25.75,56.7,100.0,100.0,28.62,100.0,3.25,12.05,100.0,0,34222,17.17,100.0,100.0,49.76,50.24,66293,20.88,100.0,2.36,100.0,100.0,7.17,2.05,2.5,100.0,4.64,100.0
14000US45027960500,3.27,0.43,26.98,11.77,21.22,36.1,100.0,37.8694449549573,141.3805,5354,0.23,1.34,5.97,13.42,4.77,14.5,35.42,47.5,100.0,0,100.0,28.99,64.43,4.23,2.35,0,0,30,0,0.45,0.39,0,100.0,32755.3684210526,79.1,19.54,0.21,10.57,8.22,0.52,100.0,0,0.4707,100.0,20.21,3.36,4.3,5.7,4.09,6.85,22.68,39.7,100.0,100.0,0,100.0,0.87,12.15,100.0,6.5,12010,41.26,100.0,100.0,53.75,46.25,23585,52.5,100.0,2.63,100.0,100.0,17.95,1.7,5.79,100.0,17.79,100.0
14000US41003000900,26.54,4.79,13.03,36.68,0.74,5.07,100.0,3.70289553465113,1444.005,5347,13.17,0.53,9.71,0,2.64,2.67,30.47,2.73,100.0,4.1,100.0,31.75,44.59,13.6,10.05,0,58.02,18,7.44,0.73,0.32,0.56,100.0,93729.2682926829,0.84,87.39,11.22,4.1,6.13,2.71,100.0,4.78,0.4481,100.0,24.26,1.18,0.99,1.41,0.53,14.52,54.26,59.67,100.0,100.0,26.62,100.0,2.33,9.21,100.0,0,40764,37.87,100.0,100.0,45.99,54.01,79775,3.75,100.0,0,100.0,100.0,5.23,3.44,0.58,100.0,11.53,100.0
14000US24043010600,4.49,0.43,19.99,7.12,13.1,54.48,100.0,72.804074767914,73.75961,5370,0.4,1.15,11.85,7.78,13.39,9.8,27.98,8.24,100.0,0,100.0,20.62,70.09,3.63,5.65,0,75.29,32,0.65,0.09,0.13,0,100.0,64620.2624671916,0.07,96.69,2.52,6.84,5.9,2.36,100.0,0,0.3668,100.0,19.37,4.03,3.2,2.05,5.89,12.09,13.83,56.74,100.0,100.0,0,100.0,3.44,11.5,100.0,0,23212,22.94,100.0,100.0,48.03,51.97,54528,16.47,100.0,3.25,100.0,100.0,2.26,0.58,1.63,100.0,5.35,100.0
14000US36043010400,3.96,0.95,36.18,10.58,14.85,32.54,100.0,2.83768959547303,1237.979,3513,0.95,0,14.33,7.6,9.41,5.07,34.03,0,100.0,0,100.0,9.62,69.25,14.62,6.51,0,22.5,22,0.26,0.17,0,0,100.0,45234.503713707,4.64,92.91,0.54,7.09,7.12,2.02,100.0,0,0.4575,100.0,21.34,4.34,5.5,2.32,3.91,11.14,16.71,56.65,100.0,100.0,77.5,100.0,11.29,8.39,100.0,21.26,19272,55.3,100.0,100.0,48.88,51.12,30032,0,100.0,0,100.0,100.0,26.4,0.94,8.04,100.0,9.79,100.0
14000US04013420710,2.35,1.21,30.79,16.48,10.06,38.75,100.0,0.498250957147292,7540.377,3757,0.37,0,18.39,7.93,12.72,2.77,47.57,24.36,100.0,7.42,100.0,7.56,78.21,5.92,8.31,0,3.18,26,2.29,0.03,0,0,100.0,57381.4473684211,9.56,88.13,2.5,16.42,7.51,0,100.0,0,0.4678,100.0,24.54,10.45,6.36,3.09,1.01,10.64,14.04,35.66,100.0,100.0,11.02,100.0,5.67,6.93,100.0,26.09,24533,35.07,100.0,100.0,51.64,48.36,40417,54.03,100.0,0,100.0,100.0,6.91,2.48,1.45,100.0,5.79,100.0
14000US17043846509,13.07,1.13,27.96,39.83,3.62,13.73,100.0,1.30695702065029,3972.587,5192,0.66,0,13.44,5.72,4.98,5.79,12.44,1.08,100.0,0.58,100.0,9.99,77.95,5.43,6.63,0,68.93,38,21.11,0,0,0,100.0,88042.4987456096,24.19,51.81,5.37,9.58,11.56,2.89,100.0,0,0.4078,100.0,7.28,8.15,1.34,4.3,0.99,14.68,22.65,83.76,100.0,100.0,6.63,100.0,6.67,11.29,100.0,23.61,34361,47.17,100.0,100.0,53.27,46.73,82772,22.78,100.0,0.65,100.0,100.0,2.26,0.98,0.5,100.0,5.52,100.0
14000US25025000701,26.64,6.79,10.33,39.03,3.19,9.63,100.0,0.0889718407961736,44092.6,3923,4.41,0,6.95,3.49,3.38,0.52,10.13,10.01,100.0,0,100.0,5.24,64.12,22.99,7.65,0,51.68,37,22.18,1.35,0.71,0.61,100.0,60460.5967078189,6.19,65.92,1.7,4.43,0.79,3.03,100.0,1.07,0.4682,100.0,2.37,5.72,1.6,2.82,0.48,17.61,46.92,61.05,100.0,100.0,18.38,100.0,3.79,6.72,100.0,0,32478,90.23,100.0,100.0,54.91,45.09,49600,18.87,100.0,0.57,100.0,100.0,39.87,0.84,1.49,100.0,15.28,100.0
14000US25025000703,28.67,10.92,12.06,36.86,1.25,7.74,100.0,0.0687269593527074,28489.55,1958,2.5,0,13.72,1.52,0.42,3.64,1.54,1.33,100.0,0,100.0,9.99,67.82,15.58,6.6,0,65.78,32,25.94,0,1.94,0,100.0,39902.8717948718,8.84,61.85,0,2.61,0.51,1.43,100.0,1.5,0.5004,100.0,0.72,6.27,1.27,5.0,2.54,15.07,33.7,78.95,100.0,100.0,19.44,100.0,4.83,12.02,100.0,0,21452,98.05,100.0,100.0,45.81,54.19,32002,11.96,100.0,0.72,100.0,100.0,58.05,0,0.72,100.0,25.74,100.0
14000US25025000704,20.03,6.49,17.42,38.79,4.27,6.62,100.0,0.0925788073149374,48823.27,4520,6.36,0,8.53,1.27,1.17,0.96,9.69,1.09,100.0,0.97,100.0,3.54,77.14,14.12,5.2,0,69.06,35,32.63,0.11,4.69,0,100.0,63058.7844254511,5.4,54.14,3.04,7.17,1.17,3.03,100.0,2.71,0.462,100.0,3.32,5.59,5.2,0.64,1.03,21.16,42.46,23.0,100.0,100.0,15.32,100.0,0.78,11.22,100.0,0,31617,90.5,100.0,100.0,45.15,54.85,50577,10.86,100.0,1.14,100.0,100.0,50.76,0,3.51,100.0,14.29,100.0
14000US49035113307,0.82,0.4,24.85,4.6,40.41,28.91,100.0,1.95005266433667,4059.377,7916,0,0,11.17,17.36,19.53,4.08,20.75,0.39,100.0,0,100.0,7.04,86.04,1.47,5.45,0,17.35,20,6.88,1.78,44.72,0.44,100.0,49296.3138493944,2.94,40.74,0.95,33.96,9.25,2.49,100.0,1.24,0.3529,100.0,8.32,7.07,11.17,2.79,2.67,5.57,2.64,62.25,100.0,100.0,2.27,100.0,8.45,7.51,100.0,7.17,12864,35.55,100.0,100.0,44.34,55.66,42356,78.75,100.0,0.63,100.0,100.0,3.53,0.25,2.37,100.0,4.27,100.0
14000US32007950200,2.04,1.02,42.52,13.13,16.48,24.8,100.0,2853.5920444419,0.7628981,2177,0,5.01,17.86,2.18,19.39,10.24,28.55,0,100.0,4.32,100.0,23.75,64.38,9.69,2.18,0,2.16,18,0.18,8.59,2.57,0,100.0,63508.981233244,2.53,85.21,2.55,15.4,9.46,0.92,100.0,0,0.3649,100.0,15.42,12.85,1.42,2.18,4.36,7.73,6.21,45.05,100.0,100.0,4.32,100.0,2.29,8.28,100.0,7.69,23003,40.48,100.0,100.0,47.4,52.6,57841,89.19,100.0,4.56,100.0,100.0,4.83,1.65,0,100.0,1.88,100.0
14000US36103123402,6.43,0,29.23,13.37,13.6,37.37,100.0,1.04092219732292,6142.63,6394,0,0,18.68,3.74,13.04,4.78,33.6,0,100.0,0,100.0,20.36,61.96,9.55,8.13,0,17.1,30,3.05,0,10.43,0,100.0,79759.9494097808,5.16,78.81,3.84,9.56,9.49,2.55,100.0,0,0.4099,100.0,17.62,4.07,8.78,3.52,7.36,6.39,14.46,68.63,100.0,100.0,41.29,100.0,5.13,10.07,100.0,3.45,30662,32.12,100.0,100.0,52.0,48.0,62833,41.61,100.0,0.55,100.0,100.0,9.36,1.36,3.71,100.0,4.51,100.0
14000US26147658100,3.49,0,35.32,6.59,7.38,47.1,100.0,35.3324509611628,73.72826,2605,0.11,1.02,14.3,21.91,14.64,4.99,38.2,0,100.0,69.57,100.0,12.18,75.13,4.31,7.53,0.85,0,42,0,0,0.65,0,100.0,72601.8398268398,0,98.69,1.41,8.33,6.18,0.65,100.0,0,0.3673,100.0,22.84,4.65,1.78,2.03,2.79,12.35,12.77,71.87,100.0,100.0,0,100.0,2.71,4.06,100.0,2.63,24936,5.74,100.0,100.0,48.79,51.21,68438,30.43,100.0,3.46,100.0,100.0,2.6,1.23,1.95,100.0,5.09,100.0
14000US49035113308,0.83,0.4,24.88,10.78,30.66,32.45,100.0,0.635811440053004,8894.146,5655,0,0,13.44,12.83,18.45,8.54,23.11,2.4,100.0,0,100.0,7.5,81.85,6.28,4.36,0,11.67,21,4.58,0.88,36.8,3.04,100.0,55076.1685319289,2.85,46.07,1.65,32.63,9.85,5.78,100.0,2.13,0.3592,100.0,9.02,6.66,7.85,3.41,1.26,9.38,8.0,80.53,100.0,100.0,5.2,100.0,2.41,7.77,100.0,9.8,15744,44.9,100.0,100.0,51.85,48.15,46698,78.6,100.0,2.96,100.0,100.0,6.85,0.48,1.65,100.0,1.91,100.0
14000US36103123401,3.56,0.74,29.38,13.43,15.86,37.04,100.0,0.889493310393716,5088.29,4526,0,0,18.18,9.48,9.83,4.65,21.86,2.47,100.0,1.39,100.0,11.83,76.9,4.35,6.92,0,9.82,26,2.63,1.17,1.5,0,100.0,98008.8091353997,6.21,86.85,6.36,11.27,5.79,1.63,100.0,0,0.3296,100.0,17.21,2.17,7.22,2.74,1.04,7.92,18.23,73.78,100.0,100.0,24.67,100.0,1.7,16.83,100.0,0,28282,33.12,100.0,100.0,49.93,50.07,81207,61.64,100.0,2.12,100.0,100.0,1.31,0.38,4.89,100.0,1.47,100.0
14000US17043846504,18.21,3.99,20.55,28.09,5.89,19.65,100.0,1.75293592093863,3742.864,6561,3.62,0.57,10.13,1.81,6.19,5.49,25.95,9.7,100.0,3.33,100.0,8.42,73.36,11.24,6.99,0,10.81,24,4.6,0,0.69,0,100.0,110335.314236853,7.85,84.15,13.17,13.48,6.34,2.71,100.0,0,0.5046,100.0,16.42,21.5,1.71,1.84,0.76,20.1,20.36,68.53,100.0,100.0,14.88,100.0,2.22,7.3,100.0,0,40925,40.36,100.0,100.0,47.4,52.6,77350,61.29,100.0,0.34,100.0,100.0,6.41,2.99,0.81,100.0,4.92,100.0
14000US17043846507,14.24,0.41,25.23,48.14,2.91,7.79,100.0,1.62937511679591,1534.331,2500,1.28,0,23.27,1.26,2.45,3.43,9.53,5.69,100.0,1.76,100.0,7.5,80.8,4.98,6.73,0,69.61,37,19.8,0,2.36,0,100.0,105228.037383178,14.2,53.8,8.22,1.64,9.72,9.84,100.0,0,0.4166,100.0,7.48,0.7,0.91,2.38,1.54,29.85,24.25,89.35,100.0,100.0,8.24,100.0,3.22,6.73,100.0,0,46245,50.84,100.0,100.0,52.52,47.48,87885,14.71,100.0,0,100.0,100.0,0.65,0,0,100.0,5.14,100.0
14000US48453002317,8.15,7.22,27.18,19.09,17.93,15.72,100.0,1.2112187392374,4685.363,5675,4.71,0,13.31,2.48,4.58,4.31,4.31,13.93,100.0,1.82,100.0,20.77,63.29,12.75,3.19,0,27.55,22,6.52,0.48,7.24,0,100.0,35649.1273100616,15.08,66.4,0,27.12,1.15,4.28,100.0,0,0.4923,100.0,2.36,17.23,4.07,1.33,1.86,8.04,27.26,50.47,100.0,100.0,0,100.0,4.5,11.02,100.0,0,14689,94.51,100.0,100.0,50.82,49.18,24583,56.7,100.0,1.28,100.0,100.0,3.59,0.14,1.85,100.0,23.67,100.0
14000US06085504421,7.44,1.25,29.77,28.41,13.61,18.41,100.0,0.6160951324871,8122.122,5004,1.11,0,10.57,11.51,3.09,3.01,29.62,0.5,100.0,1.49,100.0,7.09,79.6,3.56,9.75,0,88.72,28,74.74,0,4.6,0.04,100.0,142600.939306358,0.16,18.33,20.3,3.62,3.7,2.14,100.0,0.08,0.3998,100.0,15.53,4.93,1.53,4.27,0.98,19.62,30.54,72.93,100.0,100.0,2.51,100.0,5.72,4.23,100.0,0,40750,18.86,100.0,100.0,51.24,48.76,120268,6.7,100.0,3.61,100.0,100.0,0.65,2.62,2.89,100.0,3.18,100.0
14000US55073001800,5.15,1.13,29.56,15.12,7.11,41.49,100.0,193.558802589047,27.79,5379,0.44,2.47,14.91,10.41,10.37,8.14,32.28,0,100.0,18.31,100.0,8.04,68.95,10.72,12.2,0.1,21.13,26,0.58,0.07,0.06,0,100.0,90343.8848920863,0.24,98.55,6.33,5.12,4.82,0.5,100.0,4.23,0.4244,100.0,17.22,4.6,3.09,1.24,1.24,16.04,17.28,62.47,100.0,100.0,40.85,100.0,1.82,8.38,100.0,2.21,35678,8.63,100.0,100.0,46.27,53.73,70464,15.49,100.0,5.52,100.0,100.0,1.49,1.34,0.96,100.0,1.39,100.0
14000US42101026600,2.96,0.45,26.89,12.75,15.91,41.05,100.0,0.352417849040227,17643.83,6218,0,0,16.88,12.42,2.83,11.98,56.43,40.87,100.0,0,100.0,11.89,70.57,12.28,5.26,0,0,33,0,0.23,0.61,0,100.0,56098.5756385069,96.06,0.37,1.57,12.87,2.91,2.73,100.0,0,0.4244,100.0,36.39,7.47,9.94,6.58,2.92,7.6,11.93,58.05,100.0,100.0,0,100.0,5.92,3.54,100.0,6.86,21446,16.06,100.0,100.0,54.78,45.22,43852,59.13,100.0,0,100.0,100.0,23.08,2.3,11.05,100.0,8.6,100.0
14000US15009990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14000US34031143200,15.49,1.76,18.98,25.29,7.12,30.18,100.0,1.49475634636145,4163.889,6224,1.17,0,12.16,0.5,5.11,5.19,33.36,0,100.0,0,100.0,13.65,63.45,10.41,11.61,0.88,21.72,27,0.18,0,1.27,0,100.0,117704.533789564,0.71,96.88,20.15,6.43,6.75,0.96,100.0,0,0.3934,100.0,21.34,4.84,2.48,1.25,1.84,25.5,25.53,63.23,100.0,100.0,51.64,100.0,4.2,11.41,100.0,0,45183,24.17,100.0,100.0,52.33,47.67,108871,26.64,100.0,2.27,100.0,100.0,2.74,3.53,1.03,100.0,1.07,100.0
14000US48453002315,8.39,1.83,17.45,23.66,26.94,19.9,100.0,0.184462244612716,16713.45,3083,1.83,1.94,5.2,2.43,18.46,2.28,7.45,1.98,100.0,0,100.0,14.76,65.61,12.58,7.04,0,0,25,1.17,0,12.42,0,100.0,48184.1605839416,3.08,81.28,1.82,30.85,5.35,2.04,100.0,0,0.4354,100.0,7.52,13.26,5.73,3.45,2.43,11.36,21.56,54.3,100.0,100.0,7.93,100.0,2.77,9.13,100.0,0,24104,86.42,100.0,100.0,43.56,56.44,35000,90.09,100.0,0,100.0,100.0,6.35,0,0,100.0,9.12,100.0
14000US55103970300,7.57,0.84,36.68,11.0,8.02,35.06,100.0,6.06865166942858,394.4863,2394,0.84,1.06,12.5,13.88,8.93,10.23,35.79,0,100.0,9.38,100.0,10.71,73.13,7.14,9.01,0,6.25,18,0,0,0,0,100.0,62383.3824975418,0.84,98.79,2.36,10.44,7.23,0.38,100.0,0,0.4008,100.0,24.29,3.49,6.09,2.44,2.11,15.34,11.44,55.68,100.0,100.0,21.88,100.0,5.36,7.14,100.0,13.04,25742,29.89,100.0,100.0,44.44,55.56,54427,62.5,100.0,1.28,100.0,100.0,3.83,3.84,2.46,100.0,7.96,100.0
14000US27037060739,5.75,1.17,34.3,19.01,12.28,27.24,100.0,3.13982226944681,1804.561,5666,0.24,0,10.2,5.69,9.1,7.73,21.57,20.66,100.0,1.14,100.0,7.12,78.91,6.69,7.28,0,13.03,26,6.02,0.23,21.02,0,100.0,90752.4231370505,11.44,60.15,8.18,10.96,3.51,1.15,100.0,0,0.4142,100.0,17.04,9.23,9.88,2.05,0,14.65,15.4,67.22,100.0,100.0,6.05,100.0,4.81,11.27,100.0,0,31017,12.25,100.0,100.0,48.04,51.96,67656,59.12,100.0,3.34,100.0,100.0,1.3,0.42,1.62,100.0,2.4,100.0
14000US36059414502,9.39,2.83,30.08,24.79,6.59,25.85,100.0,0.615828335884182,6760,4163,0.47,0,12.79,4.5,3.99,5.8,36.2,1.34,100.0,0,100.0,17.84,56.73,9.63,15.32,0.47,9.02,32,4.16,0,10.33,0,100.0,99435.9522313011,10.93,69.25,9.18,6.44,3.89,5.33,100.0,0,0.3864,100.0,22.44,2.88,8.05,4.93,2.61,10.62,30.56,64.58,100.0,100.0,10.49,100.0,4.22,9.04,100.0,3.93,38816,12.51,100.0,100.0,53.25,46.75,84550,79.15,100.0,4.27,100.0,100.0,5.59,4.06,2.58,100.0,2.45,100.0
14000US36071011601,1.55,0.54,28.38,10.44,15.98,42.84,100.0,25.7371138399097,161.2457,4150,0.27,0.23,13.7,9.02,9.87,6.51,47.18,0,100.0,0,100.0,20.95,56.96,13.93,7.71,0.46,34.84,29,1.64,0,0.96,0,100.0,60380.260707635,0.89,94.6,0.37,5.23,4.48,1.9,100.0,0,0.4032,100.0,32.15,2.97,6.62,5.37,6.16,11.24,15.18,58.76,100.0,100.0,55.48,100.0,5.48,7.65,100.0,23.74,24445,21.73,100.0,100.0,48.34,51.66,49668,9.68,100.0,1.68,100.0,100.0,5.15,2.31,3.04,100.0,4.03,100.0
14000US27003050820,9.52,0,34.24,32.07,2.61,20.67,100.0,1.00483206872001,3179.636,3195,0.89,0,12.12,6.18,6.88,4.88,18.92,21.27,100.0,0,100.0,12.35,70.18,10.82,6.65,0,41.01,28,5.82,0,0,0,100.0,104176.691042048,4.82,86.73,6.22,3.58,7.7,2.63,100.0,0,0.3568,100.0,17.37,4.65,0.65,6.41,2.29,17.59,29.18,86.06,100.0,100.0,37.72,100.0,3.76,5.41,100.0,0,36230,12.8,100.0,100.0,53.02,46.98,94500,0,100.0,0,100.0,100.0,6.76,1.38,1.55,100.0,2.19,100.0
14000US27003050821,16.78,3.12,29.87,31.93,1.87,15.59,100.0,1.99972548135358,2378.826,4757,0.84,0,14.09,3.38,2.9,4.46,18.75,21.31,100.0,3.42,100.0,11.42,72.62,10.31,5.65,0,59.02,26,13.43,0.19,0,0.17,100.0,123095.378828587,5.17,76.35,13.43,2.88,11.5,4.69,100.0,0,0.3867,100.0,11.61,1.67,1.07,1.87,1.11,23.52,32.67,81.43,100.0,100.0,9.56,100.0,3.98,9.27,100.0,4.19,48948,10.59,100.0,100.0,54.21,45.79,100647,6.69,100.0,0.97,100.0,100.0,0.91,0.59,0.81,100.0,0.59,100.0
14000US05031000601,6.65,0,27.37,8.59,13.95,40.79,100.0,12.4422012766082,428.1397,5327,2.65,0,7.52,22.59,16.16,6.26,31.25,0,100.0,0,100.0,8.42,72.22,8.6,10.76,0,0,18,0,0,3.12,1.5,100.0,46393.4016941596,28.65,63.51,1.29,13.34,10.64,3.23,100.0,21.3,0.4719,100.0,17.74,4.1,3.93,1.08,0,5.53,23.24,58.8,100.0,100.0,24.19,100.0,4.62,4.97,100.0,0,20490,48.06,100.0,100.0,53.26,46.74,32679,54.51,100.0,1.29,100.0,100.0,8.16,1.16,1.65,100.0,13.64,100.0
14000US05031000602,7.39,1.29,23.4,10.44,25.75,31.73,100.0,1.67792669309665,3851.777,6463,0,0.48,8.36,8.15,10.23,10.76,12.03,3.91,100.0,0.72,100.0,21.9,72.24,2.29,3.57,0,39.86,15,4.61,0.23,5.63,0,100.0,21665.0183150183,39.25,49.2,0,18.03,6.25,1.07,100.0,0,0.5214,100.0,7.63,7.09,5.27,2.82,1.07,3.04,15.82,21.38,100.0,100.0,3.6,100.0,11.19,15.72,100.0,1.13,6813,91.15,100.0,100.0,51.83,48.17,15756,51.91,100.0,0.43,100.0,100.0,34.13,0.14,6.47,100.0,33.94,100.0
